_id,project,measures[0].metric,measures[1].metric,measures[2].metric,measures[3].metric,measures[4].metric,measures[5].metric,measures[6].metric,measures[7].metric,measures[8].metric,measures[9].metric,measures[10].metric,measures[11].metric,measures[12].metric,measures[13].metric,measures[14].metric,measures[15].metric,measures[16].metric,measures[17].metric,measures[18].metric,measures[19].metric,measures[20].metric,measures[21].metric,measures[22].metric,measures[23].metric,measures[24].metric,measures[25].metric,measures[26].metric,measures[27].metric,measures[28].metric,measures[29].metric,measures[30].metric,measures[31].metric,measures[32].metric,measures[33].metric,measures[34].metric,measures[35].metric,measures[36].metric,measures[37].metric,measures[38].metric,measures[39].metric,measures[40].metric,measures[41].metric,measures[42].metric,measures[43].metric,measures[44].metric,measures[45].metric,measures[46].metric,measures[47].metric,measures[48].metric,measures[49].metric,measures[50].metric,measures[51].metric,measures[52].metric,measures[0].value,measures[1].value,measures[2].value,measures[3].value,measures[4].value,measures[5].value,measures[6].value,measures[7].value,measures[8].value,measures[9].value,measures[10].value,measures[11].value,measures[12].value,measures[13].value,measures[14].value,measures[15].value,measures[16].value,measures[17].value,measures[18].value,measures[19].value,measures[20].value,measures[21].value,measures[22].value,measures[23].value,measures[24].value,measures[25].value,measures[26].value,measures[27].value,measures[28].value,measures[29].value,measures[30].value,measures[31].value,measures[32].value,measures[33].value,measures[34].value,measures[35].value,measures[36].value,measures[37].value,measures[38].value,measures[39].value,measures[40].value,measures[41].value,measures[42].value,measures[43].value,measures[44].value,measures[45].value,measures[46].value,measures[47].value,measures[48].value,measures[49].value,measures[50].value,measures[51].value,measures[52].value,measures[1].bestValue,measures[2].bestValue,measures[3].bestValue,measures[4].bestValue,measures[6].bestValue,measures[7].bestValue,measures[10].bestValue,measures[11].bestValue,measures[12].bestValue,measures[14].bestValue,measures[16].bestValue,measures[17].bestValue,measures[21].bestValue,measures[22].bestValue,measures[23].bestValue,measures[24].bestValue,measures[25].bestValue,measures[26].bestValue,measures[29].bestValue,measures[30].bestValue,measures[31].bestValue,measures[33].bestValue,measures[34].bestValue,measures[35].bestValue,measures[39].bestValue,measures[40].bestValue,measures[41].bestValue,measures[43].bestValue,measures[44].bestValue,measures[45].bestValue,measures[46].bestValue,measures[47].bestValue,measures[48].bestValue,measures[49].bestValue,measures[50].bestValue,measures[51].bestValue,measures[52].bestValue,measures[0].bestValue,measures[9].bestValue,measures[15].bestValue,measures[19].bestValue,measures[27].bestValue,measures[32].bestValue,measures[36].bestValue,measures[37].bestValue,measures[5].bestValue,measures[13].bestValue,measures[20].bestValue,measures[38].bestValue,measures[42].bestValue,measures[8].bestValue,measures[18].bestValue,measures[28].bestValue
95d82cacd6e9cc6a2fe6366d79510cc9133886cb,react,quality_gate_details,vulnerabilities,effort_to_reach_maintainability_rating_a,sqale_rating,sqale_debt_ratio,security_hotspots_reviewed_status,security_hotspots_to_review_status,file_complexity,uncovered_lines,ncloc,lines_to_cover,wont_fix_issues,lines,false_positive_issues,violations,files,line_coverage,analysis_from_sonarqube_9_4,cognitive_complexity,open_issues,security_remediation_effort,quality_profiles,complexity,duplicated_lines,confirmed_issues,alert_status,duplicated_lines_density,coverage,blocker_violations,last_commit_date,reliability_remediation_effort,classes,security_rating,statements,ncloc_language_distribution,minor_violations,reliability_rating,development_cost,major_violations,bugs,functions,info_violations,critical_violations,code_smells,security_review_rating,duplicated_files,comment_lines_density,sqale_index,security_hotspots_reviewed,comment_lines,duplicated_blocks,reopened_issues,security_hotspots,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,0,1.0,2.6,0,32,16.0,13188,27183,13188,0,42840,0,4131,295,0.0,true,2518,4131,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",4734,1267,0,OK,3.0,0.0,23,1405630026000,65,0,1.0,13387,js=27183,53,4.0,815490,96,9,2853,64,3895,4122,5.0,28,19.1,20949,0.0,6417,57,0,32,true,true,true,false,false,,,true,,false,false,,,,false,true,,false,,false,,,,false,false,,false,false,false,false,false,false,false,,false,true,false,,,,false,false,true,false,false,true,true,true,false,false,false,false,false
7e946bcb9c5fba7fbeba7301c212d27ed653a06b,react,vulnerabilities,alert_status,quality_profiles,security_hotspots_to_review_status,coverage,development_cost,violations,minor_violations,code_smells,functions,security_review_rating,confirmed_issues,security_hotspots_reviewed_status,lines_to_cover,line_coverage,duplicated_lines,major_violations,analysis_from_sonarqube_9_4,comment_lines_density,last_commit_date,complexity,bugs,reliability_rating,ncloc,effort_to_reach_maintainability_rating_a,sqale_rating,lines,sqale_debt_ratio,security_hotspots,open_issues,security_hotspots_reviewed,file_complexity,false_positive_issues,duplicated_files,reliability_remediation_effort,reopened_issues,uncovered_lines,info_violations,duplicated_lines_density,statements,ncloc_language_distribution,wont_fix_issues,security_rating,blocker_violations,classes,sqale_index,duplicated_blocks,critical_violations,comment_lines,files,cognitive_complexity,security_remediation_effort,quality_gate_details,0,OK,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",32,0.0,816450,4139,53,4130,2858,5.0,0,0,13207,0.0,1267,96,true,19.1,1406312952000,4741,9,4.0,27215,0,1.0,42887,2.6,32,4139,0.0,16.1,0,28,65,0,13207,65,3.0,13406,js=27215,0,1.0,23,0,20984,57,3902,6426,295,2524,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,false,false,false,false,false,true,true,false,false,,false,false,,true,true,,false,false,,false,false,true,,,true,false,,false,false,false,,,false,true,,true,,false,,false,true,false,false,false,,,false,true,false,false,false
3845e214a481381694de66ef6ce16ff7f5f139d5,react,comment_lines,statements,critical_violations,quality_gate_details,duplicated_lines_density,reliability_remediation_effort,ncloc,development_cost,comment_lines_density,security_hotspots_to_review_status,complexity,sqale_debt_ratio,ncloc_language_distribution,confirmed_issues,sqale_rating,files,coverage,duplicated_files,alert_status,lines_to_cover,cognitive_complexity,security_rating,uncovered_lines,security_hotspots,reopened_issues,bugs,last_commit_date,code_smells,lines,reliability_rating,wont_fix_issues,vulnerabilities,duplicated_lines,security_remediation_effort,false_positive_issues,effort_to_reach_maintainability_rating_a,security_hotspots_reviewed_status,security_review_rating,line_coverage,blocker_violations,sqale_index,quality_profiles,major_violations,security_hotspots_reviewed,duplicated_blocks,functions,classes,analysis_from_sonarqube_9_4,violations,info_violations,file_complexity,minor_violations,open_issues,6243,13178,3817,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3.0,60,26701,801030,19.0,32,4650,2.6,js=26701,0,1.0,282,0.0,28,OK,12983,2496,1.0,12983,32,0,8,1410890976000,4031,41838,4.0,0,0,1267,0,0,0,0,5.0,0.0,21,20535,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",95,0.0,57,2793,0,true,4039,54,16.5,52,4039,,false,,false,,false,,false,,true,false,false,true,false,false,true,false,,false,true,true,true,true,true,false,false,,false,false,,,,false,false,,false,false,,false,,,false,false,true,false,false,true,false,false,false,false,,
3e925822a6c3b7a2447a537563e66793383f3cc9,react,bugs,statements,ncloc_language_distribution,security_remediation_effort,minor_violations,classes,security_hotspots,file_complexity,blocker_violations,sqale_index,duplicated_lines,open_issues,duplicated_lines_density,coverage,functions,quality_gate_details,security_hotspots_reviewed,duplicated_blocks,reliability_remediation_effort,uncovered_lines,wont_fix_issues,code_smells,security_hotspots_reviewed_status,line_coverage,cognitive_complexity,violations,lines_to_cover,sqale_rating,major_violations,critical_violations,effort_to_reach_maintainability_rating_a,security_review_rating,files,lines,development_cost,reliability_rating,vulnerabilities,comment_lines,reopened_issues,security_hotspots_to_review_status,sqale_debt_ratio,alert_status,quality_profiles,security_rating,info_violations,duplicated_files,confirmed_issues,comment_lines_density,analysis_from_sonarqube_9_4,last_commit_date,ncloc,false_positive_issues,complexity,9,13516,js=27554,0,49,0,31,16.3,21,21493,1267,4232,3.1,0.0,2833,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0.0,57,70,13325,0,4223,0,0.0,2588,4232,13325,1.0,159,3941,0,5.0,291,41296,826620,4.0,0,6170,0,31,2.6,OK,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",1.0,62,28,0,18.3,true,1414520621000,27554,0,4731,,,true,false,false,,false,false,false,,false,false,false,true,false,false,false,,false,true,false,,false,false,false,false,,true,false,false,true,false,,,,true,,false,false,,false,true,,true,,,false,true,true,,false,false,false
a067fc0feef9e8b02cc3e9331360c57082afea19,react,security_review_rating,duplicated_blocks,effort_to_reach_maintainability_rating_a,code_smells,coverage,minor_violations,reliability_remediation_effort,lines_to_cover,security_remediation_effort,uncovered_lines,duplicated_lines_density,statements,open_issues,vulnerabilities,security_hotspots_to_review_status,wont_fix_issues,alert_status,false_positive_issues,security_rating,development_cost,duplicated_files,ncloc_language_distribution,blocker_violations,cognitive_complexity,line_coverage,comment_lines,violations,reliability_rating,file_complexity,security_hotspots,sqale_index,sqale_rating,confirmed_issues,bugs,duplicated_lines,major_violations,security_hotspots_reviewed,files,functions,analysis_from_sonarqube_9_4,security_hotspots_reviewed_status,critical_violations,quality_profiles,reopened_issues,comment_lines_density,info_violations,last_commit_date,ncloc,quality_gate_details,complexity,sqale_debt_ratio,lines,classes,5.0,57,0,4225,0.0,49,70,13332,0,13332,3.1,13523,4234,0,31,0,OK,0,1.0,826950,28,js=27565,21,2590,0.0,6174,4234,4.0,16.2,31,21503,1.0,0,9,1267,159,0.0,292,2834,true,0,3943,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",0,18.3,62,1416281844000,27565,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4734,2.6,41313,0,false,true,false,false,false,,false,,false,false,,true,,false,false,false,,false,false,false,true,false,false,false,,true,false,true,false,false,,,,,false,,,false,false,true,false,false,true,false,,false,true,false,,,true,true,
1e1f02a83ab2972de72acab90b7cf4769adba9e1,react,info_violations,sqale_rating,alert_status,lines_to_cover,classes,ncloc,reopened_issues,quality_profiles,duplicated_lines,bugs,duplicated_lines_density,files,critical_violations,vulnerabilities,quality_gate_details,reliability_remediation_effort,security_remediation_effort,analysis_from_sonarqube_9_4,minor_violations,file_complexity,violations,code_smells,uncovered_lines,security_hotspots_reviewed_status,blocker_violations,ncloc_language_distribution,cognitive_complexity,wont_fix_issues,line_coverage,major_violations,comment_lines,security_rating,last_commit_date,duplicated_files,false_positive_issues,confirmed_issues,security_hotspots_reviewed,reliability_rating,development_cost,coverage,effort_to_reach_maintainability_rating_a,comment_lines_density,security_review_rating,sqale_debt_ratio,duplicated_blocks,statements,lines,complexity,sqale_index,functions,security_hotspots_to_review_status,open_issues,security_hotspots,62,1.0,OK,13345,0,27600,0,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",1267,9,3.1,292,3944,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",70,0,true,49,16.2,4235,4226,13345,0,21,js=27600,2594,0,0.0,159,6177,1.0,1418934886000,28,0,0,0.0,4.0,828000,0.0,0,18.3,5.0,2.6,57,13536,41355,4738,21509,2836,31,4235,31,true,,,,true,,false,,false,,true,,false,false,true,false,,false,false,,true,false,true,true,false,true,false,false,false,,,,false,,false,false,false,false,false,false,,true,,false,false,,true,false,false,false,false,false,false
edb8f7f4af980d2859582ed243b7f9dd6701a48e,react,security_hotspots_to_review_status,violations,sqale_rating,uncovered_lines,coverage,reopened_issues,security_hotspots,security_review_rating,false_positive_issues,line_coverage,cognitive_complexity,bugs,comment_lines,complexity,alert_status,security_hotspots_reviewed,ncloc_language_distribution,comment_lines_density,info_violations,classes,lines,duplicated_blocks,major_violations,security_rating,blocker_violations,lines_to_cover,quality_profiles,functions,duplicated_lines,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,analysis_from_sonarqube_9_4,reliability_rating,last_commit_date,duplicated_files,security_remediation_effort,quality_gate_details,minor_violations,file_complexity,vulnerabilities,code_smells,statements,wont_fix_issues,files,confirmed_issues,sqale_index,development_cost,duplicated_lines_density,security_hotspots_reviewed_status,critical_violations,ncloc,open_issues,sqale_debt_ratio,31,4807,1.0,15535,0.0,0,31,5.0,0,0.0,3066,36,6430,5553,OK,0.0,js=32092,16.7,77,36,47199,66,195,1.0,21,15535,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",3376,1493,0,275,true,4.0,1426023929000,31,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",52,17.1,0,4771,15689,0,324,0,24308,962760,3.2,0,4462,32092,4807,2.5,false,true,false,false,false,false,false,false,,,,false,false,false,true,false,,,true,false,,,false,true,true,false,,,true,false,false,false,true,false,,false,false,false,false,false,,,false,,false,true,,,,true,true,false,false
f308c03455f07ec1c7f422220b411ff1c3b024de,react,security_review_rating,security_hotspots_to_review_status,sqale_debt_ratio,security_rating,development_cost,comment_lines_density,quality_profiles,ncloc,security_hotspots_reviewed,wont_fix_issues,confirmed_issues,effort_to_reach_maintainability_rating_a,line_coverage,functions,ncloc_language_distribution,duplicated_lines_density,file_complexity,false_positive_issues,reliability_remediation_effort,quality_gate_details,lines_to_cover,reopened_issues,statements,duplicated_lines,classes,last_commit_date,duplicated_blocks,critical_violations,major_violations,reliability_rating,lines,comment_lines,duplicated_files,security_hotspots_reviewed_status,violations,blocker_violations,sqale_index,files,coverage,security_hotspots,security_remediation_effort,analysis_from_sonarqube_9_4,cognitive_complexity,code_smells,alert_status,complexity,minor_violations,open_issues,vulnerabilities,sqale_rating,uncovered_lines,info_violations,bugs,5.0,31,2.5,1.0,964800,16.7,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",32160,0.0,0,0,0,0.0,3386,js=32160,3.2,17.2,0,275,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",15573,0,15727,1493,37,1426549830000,66,4474,195,4.0,47283,6430,31,0,4819,21,24369,324,0.0,31,0,true,3068,4783,OK,5564,52,4819,0,1.0,15573,77,36,false,false,true,false,,,true,true,false,,,true,true,,false,,,false,false,,,true,false,false,false,true,,false,,,false,false,true,true,false,false,false,false,true,false,,false,false,false,,false,,,false,false,false,false,false
c98c7ccd28e8c0654fe7a72c40bc733439706b20,react,classes,lines_to_cover,development_cost,minor_violations,sqale_index,duplicated_blocks,reliability_rating,code_smells,security_hotspots_to_review_status,sqale_rating,uncovered_lines,security_hotspots_reviewed,coverage,violations,analysis_from_sonarqube_9_4,info_violations,duplicated_files,duplicated_lines_density,effort_to_reach_maintainability_rating_a,functions,quality_profiles,reopened_issues,security_hotspots_reviewed_status,sqale_debt_ratio,open_issues,major_violations,line_coverage,file_complexity,ncloc,security_rating,vulnerabilities,complexity,security_remediation_effort,duplicated_lines,false_positive_issues,confirmed_issues,comment_lines,wont_fix_issues,security_review_rating,critical_violations,comment_lines_density,cognitive_complexity,blocker_violations,ncloc_language_distribution,statements,alert_status,security_hotspots,reliability_remediation_effort,lines,bugs,last_commit_date,files,quality_gate_details,37,15621,967440,52,24427,66,4.0,4794,31,1.0,15621,0.0,0.0,4830,true,77,31,3.2,0,3395,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",0,0,2.5,4830,195,0.0,17.3,32248,1.0,0,5577,0,1493,0,0,6430,0,5.0,4485,16.6,3073,21,js=32248,15775,OK,31,275,47389,36,1429396128000,323,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,false,false,false,false,false,false,false,false,,false,false,true,true,false,false,false,false,true,true,,false,true,true,false,false,false,,,,false,false,,false,,,,,true,false,,,true,,true,false,false,,false,false,false,true,
668d6a3fededd5e7babd533d5538982eb1d496fa,react,security_hotspots_reviewed_status,critical_violations,comment_lines,bugs,development_cost,blocker_violations,reliability_rating,ncloc_language_distribution,cognitive_complexity,security_remediation_effort,coverage,sqale_rating,confirmed_issues,vulnerabilities,lines_to_cover,duplicated_lines,sqale_index,quality_gate_details,minor_violations,comment_lines_density,line_coverage,info_violations,uncovered_lines,violations,security_hotspots,duplicated_lines_density,alert_status,ncloc,open_issues,security_review_rating,last_commit_date,major_violations,lines,file_complexity,quality_profiles,effort_to_reach_maintainability_rating_a,duplicated_blocks,classes,security_rating,analysis_from_sonarqube_9_4,wont_fix_issues,complexity,false_positive_issues,code_smells,statements,files,duplicated_files,reliability_remediation_effort,reopened_issues,security_hotspots_to_review_status,functions,sqale_debt_ratio,security_hotspots_reviewed,0,4503,6435,36,971670,21,4.0,js=32389,3078,0,0.0,1.0,0,0,15694,1493,24517,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",52,16.6,0.0,77,15694,4848,28,3.1,OK,32389,4848,5.0,1431118429000,195,47554,17.3,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",0,66,37,1.0,true,0,5601,0,4812,15848,323,31,275,0,28,3414,2.5,0.0,false,,false,false,false,,false,true,true,,false,,false,false,false,false,false,,false,,false,,,true,,true,,false,,,false,false,true,false,,false,false,true,true,false,false,,,false,,false,true,false,true,true,false,false,false
3603d45157e6c1b21cda7ed96683408b319ae619,react,effort_to_reach_maintainability_rating_a,alert_status,functions,quality_gate_details,vulnerabilities,reopened_issues,comment_lines_density,violations,blocker_violations,classes,lines_to_cover,reliability_remediation_effort,statements,info_violations,security_hotspots_reviewed,analysis_from_sonarqube_9_4,quality_profiles,duplicated_lines_density,duplicated_files,security_remediation_effort,bugs,lines,complexity,major_violations,false_positive_issues,critical_violations,files,coverage,uncovered_lines,sqale_index,reliability_rating,duplicated_blocks,minor_violations,security_review_rating,ncloc_language_distribution,cognitive_complexity,wont_fix_issues,last_commit_date,confirmed_issues,sqale_rating,security_hotspots_to_review_status,line_coverage,open_issues,ncloc,security_hotspots,security_rating,development_cost,security_hotspots_reviewed_status,comment_lines,duplicated_lines,sqale_debt_ratio,file_complexity,code_smells,0,OK,3690,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",0,0,15.4,5276,2,45,17241,50,17376,88,0.0,true,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",3.6,32,0,8,52336,6182,189,0,4943,318,0.0,17241,27112,5.0,131,54,5.0,js=36424,3378,0,1444238396000,0,1.0,10,0.0,5276,36424,10,1.0,1092720,0,6637,1886,2.5,19.4,5268,,,,true,false,false,,false,,false,,false,,,false,true,false,,false,false,false,false,,false,true,false,false,,false,true,false,true,,false,false,,false,true,,,true,false,false,true,,true,false,false,true,false,false,false,false
b247f68b337b1f0861db5ac03a2eaf7fb2e27507,react,bugs,sqale_debt_ratio,uncovered_lines,security_hotspots_reviewed_status,ncloc,files,info_violations,comment_lines,development_cost,reliability_rating,security_remediation_effort,line_coverage,statements,security_hotspots_reviewed,security_hotspots_to_review_status,violations,duplicated_files,lines_to_cover,security_rating,security_hotspots,false_positive_issues,sqale_rating,functions,vulnerabilities,analysis_from_sonarqube_9_4,file_complexity,confirmed_issues,quality_gate_details,comment_lines_density,code_smells,security_review_rating,classes,cognitive_complexity,open_issues,effort_to_reach_maintainability_rating_a,ncloc_language_distribution,reliability_remediation_effort,wont_fix_issues,coverage,lines,minor_violations,sqale_index,blocker_violations,major_violations,last_commit_date,duplicated_lines,duplicated_lines_density,quality_profiles,critical_violations,reopened_issues,alert_status,complexity,duplicated_blocks,8,2.5,17297,0,36523,319,87,6646,1095690,5.0,0,0.0,17432,0.0,10,5291,32,17297,1.0,10,0,1.0,3704,0,true,19.5,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",15.4,5283,5.0,45,3382,5291,0,js=36523,50,0,0.0,52475,55,27203,2,189,1446067265000,1886,3.6,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",4958,0,OK,6205,131,false,false,true,,false,,true,false,,false,false,,true,,true,,,true,false,false,,false,true,,,false,false,false,,false,false,,false,true,,,false,false,false,false,false,,false,false,true,,false,true,false,false,false,true,false
5a2312c8e57a1263e4432103c6c6cde1dd88efca,react,code_smells,wont_fix_issues,critical_violations,quality_profiles,alert_status,lines_to_cover,ncloc,open_issues,complexity,security_remediation_effort,sqale_debt_ratio,sqale_rating,statements,security_hotspots_reviewed,reliability_remediation_effort,quality_gate_details,duplicated_lines_density,duplicated_files,confirmed_issues,comment_lines,last_commit_date,duplicated_blocks,reopened_issues,violations,security_review_rating,major_violations,cognitive_complexity,vulnerabilities,comment_lines_density,minor_violations,ncloc_language_distribution,security_hotspots_to_review_status,analysis_from_sonarqube_9_4,lines,duplicated_lines,coverage,security_hotspots_reviewed_status,security_hotspots,security_rating,effort_to_reach_maintainability_rating_a,functions,sqale_index,uncovered_lines,blocker_violations,bugs,files,reliability_rating,info_violations,development_cost,file_complexity,classes,line_coverage,false_positive_issues,5286,0,4961,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",OK,17308,36538,5294,6209,0,2.5,1.0,17443,0.0,50,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",3.6,32,0,6648,1446493557000,131,0,5294,5.0,189,3389,0,15.4,55,js=36538,10,true,52495,1886,0.0,0,10,1.0,0,3706,27225,17308,2,8,319,5.0,87,1096140,19.5,45,0.0,0,true,false,,,,false,false,true,,false,false,false,false,true,false,false,false,false,false,,false,,false,false,true,,false,false,false,,false,false,false,,,false,true,false,true,,,true,,true,false,,false,,true,false,,true,false
c389c1def5e85a7339445b7aac1a9e0089414bfc,react,ncloc_language_distribution,statements,quality_gate_details,lines_to_cover,sqale_index,duplicated_blocks,duplicated_files,lines,duplicated_lines_density,classes,sqale_rating,false_positive_issues,violations,confirmed_issues,open_issues,bugs,security_remediation_effort,wont_fix_issues,security_rating,blocker_violations,coverage,ncloc,security_hotspots,sqale_debt_ratio,alert_status,duplicated_lines,security_hotspots_reviewed_status,comment_lines,security_hotspots_reviewed,reopened_issues,development_cost,effort_to_reach_maintainability_rating_a,security_review_rating,functions,info_violations,file_complexity,line_coverage,analysis_from_sonarqube_9_4,critical_violations,code_smells,reliability_rating,files,reliability_remediation_effort,comment_lines_density,complexity,minor_violations,major_violations,uncovered_lines,security_hotspots_to_review_status,quality_profiles,cognitive_complexity,last_commit_date,vulnerabilities,js=42929,21798,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",21298,38020,131,32,58950,3.2,45,1.0,0,6704,0,6704,11,20,0,4.0,6,0.0,42929,21,3.0,OK,1888,0,6649,0.0,0,1287870,0,5.0,4547,87,25.5,0.0,true,6200,6691,5.0,320,63,13.4,8162,133,278,21298,21,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",8160,1447898932000,2,,,,false,false,,true,true,false,false,false,true,,false,false,,false,true,true,false,true,,false,,false,false,,false,,false,false,false,false,,false,,false,,,false,false,,false,false,,false,true,false,false,false,false,false,false
149613d065f5ebd630ed6578458aa23467d6d924,react,reliability_rating,reliability_remediation_effort,statements,lines_to_cover,major_violations,security_review_rating,comment_lines_density,cognitive_complexity,sqale_debt_ratio,development_cost,files,vulnerabilities,last_commit_date,ncloc,duplicated_lines_density,line_coverage,bugs,false_positive_issues,functions,confirmed_issues,lines,ncloc_language_distribution,coverage,duplicated_blocks,reopened_issues,security_remediation_effort,duplicated_files,blocker_violations,security_hotspots_reviewed_status,quality_gate_details,comment_lines,security_hotspots,security_hotspots_to_review_status,file_complexity,open_issues,effort_to_reach_maintainability_rating_a,minor_violations,sqale_index,violations,uncovered_lines,code_smells,security_hotspots_reviewed,sqale_rating,duplicated_lines,security_rating,analysis_from_sonarqube_9_4,critical_violations,info_violations,quality_profiles,alert_status,wont_fix_issues,classes,complexity,5.0,63,21813,21313,278,5.0,13.4,8160,3.0,1287420,322,2,1451425903000,42914,3.2,0.0,11,0,4548,0,58953,js=42914,0.0,131,0,20,32,6,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6657,21,21,25.4,6710,0,133,38040,6710,21313,6697,0.0,1.0,1888,4.0,true,6204,89,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",OK,0,45,8164,false,,,false,false,false,,false,,false,false,true,,false,false,true,false,false,,,false,,false,true,false,false,false,false,false,,false,false,,,true,,,false,false,false,true,false,false,false,false,false,,,false,true,false,,true
575cf6a82e0014249cbe9e504eb8d2b812c2d11e,react,duplicated_lines_density,complexity,security_review_rating,lines_to_cover,critical_violations,vulnerabilities,files,code_smells,sqale_index,major_violations,security_hotspots_to_review_status,coverage,violations,lines,wont_fix_issues,sqale_rating,info_violations,bugs,ncloc_language_distribution,reliability_rating,uncovered_lines,duplicated_lines,false_positive_issues,security_hotspots_reviewed_status,duplicated_blocks,duplicated_files,ncloc,reopened_issues,security_hotspots_reviewed,classes,cognitive_complexity,sqale_debt_ratio,development_cost,alert_status,functions,security_rating,comment_lines,file_complexity,security_remediation_effort,comment_lines_density,quality_profiles,minor_violations,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,open_issues,security_hotspots,last_commit_date,quality_gate_details,blocker_violations,statements,line_coverage,confirmed_issues,analysis_from_sonarqube_9_4,3.2,8164,5.0,21313,6204,2,322,6697,38040,278,21,0.0,6710,58953,0,1.0,89,11,js=42914,5.0,21313,1888,0,0,131,32,42914,0,0.0,45,8160,3.0,1287420,OK,4548,4.0,6657,25.4,20,13.4,"[{""key"":""AY3AtCpve-KfZapoYRyH"",""language"":""js"",""name"":""Sonar way"",""rulesUpdatedAt"":""2024-02-19T09:30:49+0000""}]",133,0,63,6710,21,1451428626000,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",6,21813,0.0,0,true,,false,,false,,false,false,false,false,true,false,false,false,true,true,false,false,,,false,false,,,false,false,,false,false,false,false,,,false,,false,true,,false,false,true,false,true,false,,,false,,false,false,true,false,,false
